,tweet-id,timestamp,likes,replies,retweets,Bug_report,text
6438,1.10848066043875e+18,2019-03-20 21:29:18,1,1,0,0,its hard for me to describe how much a really dislike abuser new ios logo its so bad usl
6439,1.09274016011724e+18,2019-02-05 11:02:10,0,0,0,0,abuser hello face-on team i have funds in my face-on account but not increase only how to increase i am a big youtuber solve my problem
6440,1.10795877794335e+18,2019-03-19 10:55:32,0,0,0,1,abuser we are a music festival raising money for a learning disability charity can you please explain why our face-on event has been suspended and help fix it
6442,1.11688639840824e+18,2019-04-13 02:10:42,0,0,0,0,why do not we allow presidential voting via snapshot compare snaps toi would pics and fix all of the voting issues with one move usl
6443,1.1059098041475e+18,2019-03-13 19:13:38,0,0,0,1,abuser fix you are application or i will delete it and later i will install it again
6444,1.12078926728499e+18,2019-04-23 20:39:19,28,6,1,0,just put some bad news on snapshot make sure to follow for content usl
6445,1.1059481243953e+18,2019-03-13 21:45:55,0,0,1,0,when everything been broke all day so you resort to snapshot
6447,1.11000125123484e+18,2019-03-25 02:11:35,0,1,0,1,abuser can you please fix this it is bellevue not review absolutely ridiculous that as a local guide i can not suggest an edit to this usl
6448,1.12913487869028e+18,2019-05-16 21:21:48,0,0,0,0,abuser please get rid of the baby filter do i even have to explain why i hope not you just created a whole new more horrible type of deep fake
6449,1.10077002027398e+18,2019-02-27 14:49:58,0,1,0,0,a year or two ago i thought it was very strange that the broncos had the worst outlook of any team in denver it always felt like the broncos had something positive about them even with a few bad years mixed in at the very least you could count on the nugsrox to be worse
6450,1.11290048725328e+18,2019-04-02 02:12:07,0,0,0,1,abuser i have a problem listening continuously to the voice messages my device is samsung samsung s plus thanks
6451,1.10599520905205e+18,2019-03-14 00:53:00,2,1,0,1,abuser fix you connection or link with mobile games because i tried so many and it does let me usl
6453,1.12823548595067e+18,2019-05-14 09:47:56,0,0,0,1,abuser reveals there is a major bug inside the messaging application that has lead sophisticated attackers to install spare on phones of its users according to media reports the company has urged all users to update their application read about it on jionewsurl
6454,1.11555779749033e+18,2019-04-09 10:11:19,5,1,0,1,fix crash on phones please
6456,1.0987426035945e+18,2019-02-22 00:33:45,1,2,0,0,house was built in and i live in a state capital but i have not yet trekked out to the main po for this side of the city is there a particular form i should ask for might that also fix the abuser issue
6457,1.10315048378963e+18,2019-03-06 04:29:05,0,0,0,1,abuser there is a bug in whatsit notification where it always displays messages from two groups no matter how many ti ames you clear them or visit the group in i damage can see clearly the date andi have cleared them many ti ames and recently chat also in the group still they come usl
6458,1.13170232467655e+18,2019-05-23 23:23:54,0,0,0,1,snapshot camera sucks huge balls ya need to fix it because i can not use the portrait mode with it making it blurry disgusted
6459,1.12355364616633e+18,2019-05-01 11:43:58,0,0,0,1,abuser abuser abuser hey face-on your new update sucks and is terrible for people who suffer from chronic migraines please fix it and put in a night mode option like abuser
6460,1.12807104204241e+18,2019-05-13 22:54:29,0,0,0,0,snapshot trna turn you to a bad bitch
6461,1.10594161658436e+18,2019-03-13 21:20:03,0,0,0,1,dang this is taking forever to fix
6462,1.10597728743291e+18,2019-03-13 23:41:48,0,0,0,1,your seriously taking piss to fix it now
6463,1.09286858148064e+18,2019-02-05 19:32:28,1,1,0,0,not really as my phone was nearly dead although my friend managed to get a snapshot showing me dancing at some nearby deer which may have incurred some bad karma which led to my injury
6465,1.10457851588474e+18,2019-03-10 03:03:34,0,0,0,0,abuser abuser according to your snapshot story your in missouri please drive to illinois i want to see you so bad like would do anything abuser abuser please tag her
6466,1.12670830851185e+18,2019-05-10 04:39:28,2,0,0,0,for anybody i left hanging on snapshot i am sorry i had bigger and more i important things to focus on like abuser
6467,1.1243451524815e+18,2019-05-03 16:09:08,0,0,0,0,hey we will but i can confirm they are matching up with what we are seeing in search i think the issue is on goole is end not ours or yours in only shows up for specific keywords and also aligns to what we are seeing in the organic results given non-local
6468,1.09744056119006e+18,2019-02-18 10:19:53,0,0,0,0,it is the only working account in spark outlook as mentioned suite is not even giving me an error message when failing to connect
6469,1.10060515386071e+18,2019-02-27 03:54:51,0,0,0,1,abuser my pixel xl a flagship smartphone is lagging in snapshot please fix your ram alocationopti admiration before i switch to phone bc i love your camera please i am begging you my pixel xl worked better than this
6470,1.12806320339149e+18,2019-05-13 22:23:20,0,1,0,0,keep digging i do not see the point of that at all do not have snapshot though so that makes it easy to not jump on this weird ass trend
6471,1.12585605227523e+18,2019-05-07 20:12:54,0,0,0,1,fix face-on and get it back to normal right now tired of outrages epical
6472,1.10587222344799e+18,2019-03-13 16:44:18,0,0,0,1,abuser ok face-on whats going on can not make comments or post pics ect on my face-on can you fix the problem please
6474,1.10596939881951e+18,2019-03-13 23:10:27,0,0,0,1,abuser i have questions tried to send multiple pics and gifs to a friend both through face-on and messenger all of it deemed offensive error each ti are until somehow a hitler gif went through so to recap hitler good wash your had bad usl
6477,1.10599519984153e+18,2019-03-14 00:52:58,0,0,0,1,abuser your application i broken i can not join groups or see groups on my face-on application
6478,1.09650547665579e+18,2019-02-15 20:24:12,0,0,0,1,abuser unable to login my face-on account since may and even now you are not able to solve my problem then please shut it down i even submitted my problem many ti ames but you are not responding is that what you called a good service
6480,1.0975853326341e+18,2019-02-18 19:55:10,4,0,0,0,when you are so broke you use snapshot as editor to advertise your stream oh and by the way usl stream live twitch video streaming game suportsmalstreamers sidestream broke smalstreamer smalstreamersurl
6482,1.10597054651537e+18,2019-03-13 23:15:00,0,0,0,0,thought its the cloud wife problem for a second then dang when can i like my events
6483,1.11481491843843e+18,2019-04-07 08:59:23,0,1,0,0,abuser signed up my daughter with your service tonight or tried to this is not wouldham error magically disappeared when i reloaded after several minutes usl
6484,1.10296505134506e+18,2019-03-05 16:12:14,0,1,0,0,if anyone wants to snapshot me please put the caption at the top bc my phone screen is broken oxo
6485,1.13423595034166e+18,2019-05-30 23:11:38,0,1,0,0,i wanted to post the you only live once thing sahara its frustrating
6486,1.10643036680871e+18,2019-03-15 05:42:10,4,0,0,0,i guess thats better than creating a fake snapshot and creating fake messages just to make her look bad then starting a twitter just to create your own clout to make her feel bad i imagine being that petty you got ignored huh
6487,1.10612762503728e+18,2019-03-14 09:39:11,0,0,0,1,abuser it is still a problem also some response are answer with my page instead of my personal page notary facebokfail facebokerorurl
6488,1.10594569534798e+18,2019-03-13 21:36:15,0,0,0,1,abuser ya need to fix this stuff i can not post or nun whatever ya did undo it
6489,1.10600388098109e+18,2019-03-14 01:27:28,0,0,0,0,if we could get going on fixing this that would be great i have food photos i took today and no one to show them too usl
6490,1.11851564179801e+18,2019-04-17 14:04:44,0,1,0,1,abuser made a private story and selected friends who are allowed to view it my private story is then viewed by other snapchater so who is this other snapchater that viewed my private story is this a bug is this a privacy and/or security breach
6491,1.10591214117168e+18,2019-03-13 19:22:55,1,0,0,1,please fix it soon i do not know what if my account gets lost because the account has many memories of my photos with my friends and deceased mother please please fix this right away because if it is not funny i hope you can fix it i immediately amen
6492,1.1180198981883e+18,2019-04-16 05:14:50,3,0,0,0,i have an old friend from when i was a junior in hs that i havent talked to in years whose name in my snapshot is still diana sluthoe diana if you see this i do not think your a sluthoe i am sorry i am just too lazy to fix it
